1.22	1.19	1.20	0.91	0.73	0.66	1.01	1.46	0.97	1.48	
1.23	1.15	1.22	0.69	0.73	0.85	1.05	1.42	1.02	1.44	
1.21	1.21	1.21	0.68	0.93	0.68	0.96	1.61	0.83	1.62	
0.88	1.52	2.49	0.80	0.92	0.67	1.00	1.62	0.83	1.62	
1.21	1.05	1.35	0.80	0.90	0.66	0.95	1.60	0.85	1.60	
0.91	1.03	1.36	0.80	0.75	0.67	0.83	0.85	0.97	0.56	
1.21	1.18	1.25	0.80	0.72	0.66	0.84	0.84	1.59	0.87	
1.21	1.18	1.21	0.80	0.75	0.70	0.85	1.60	0.84	1.61	
1.22	1.19	1.02	0.79	0.73	0.83	0.84	2.53	2.53	2.55	
1.22	1.19	1.21	0.79	0.74	0.74	0.85	2.54	0.99	1.45	
1.21	1.19	1.20	0.70	0.86	0.72	0.84	0.82	1.62	0.84	
1.24	1.18	1.20	0.79	0.87	0.69	0.85	0.84	1.60	0.86	
1.21	0.99	1.39	0.79	0.69	0.68	0.83	0.83	1.61	0.84	
0.88	1.21	1.22	0.79	0.87	0.67	0.83	0.83	1.61	0.84	
1.20	2.50	2.48	0.80	0.87	0.86	0.84	0.83	1.61	0.84	
1.21	1.20	1.21	0.79	0.70	0.67	0.85	0.82	1.61	0.83	
1.20	1.18	1.19	0.79	0.89	0.67	0.82	0.82	1.61	0.83	
1.20	1.21	2.49	0.80	0.72	0.68	0.72	0.82	0.82	0.72	
1.20	2.49	2.48	0.80	0.71	0.69	0.82	0.83	1.60	0.85	
1.21	2.51	2.47	0.79	0.91	0.69	0.82	0.83	1.61	0.85	
1.22	1.20	1.19	0.80	0.71	0.84	0.71	1.62	0.83	1.62	
0.91	1.51	2.48	0.79	0.73	0.79	0.81	1.62	0.84	1.61	
1.21	1.24	2.49	0.80	0.87	0.68	0.81	1.62	0.82	1.63	
1.20	1.26	1.18	0.95	0.69	0.65	0.82	1.61	0.83	1.61	
1.21	1.19	1.21	0.79	0.68	0.68	0.82	1.60	0.85	1.59	
0.88	1.22	2.49	0.68	0.69	0.67	0.81	1.63	0.82	1.63	
1.19	1.22	1.18	0.78	0.69	0.67	0.82	1.63	0.83	1.61	
0.88	1.52	2.49	0.78	0.71	0.66	0.81	1.63	0.83	1.61	
1.20	1.21	1.18	0.80	0.72	0.77	0.81	1.61	0.83	1.62	
1.20	1.20	1.23	0.79	0.71	0.80	0.81	1.61	0.84	1.60	
1.21	1.19	1.22	0.69	0.88	0.66	0.81	1.63	0.83	1.61	
1.20	1.21	1.18	0.79	0.69	0.67	0.81	1.61	0.84	1.60	
1.19	1.21	2.48	0.80	0.88	0.66	0.81	1.60	0.85	1.60	
1.20	1.19	1.00	0.68	0.85	0.78	0.82	1.64	0.82	1.62	
1.20	1.20	1.20	0.79	0.87	0.64	0.85	0.97	1.00	1.46	
0.88	1.21	1.19	0.79	0.89	0.63	0.82	1.61	0.85	1.59	
0.86	1.21	0.82	0.80	0.87	0.62	0.84	1.62	0.84	1.61	
0.87	1.52	2.49	0.66	0.90	0.73	0.98	1.61	0.84	1.60	
0.86	1.53	2.48	0.67	0.87	0.64	0.81	1.62	0.84	1.60	
0.93	1.47	2.49	0.67	0.87	0.63	0.99	1.61	0.84	1.60	
0.84	1.58	1.29	0.67	0.91	0.63	1.60	1.62	0.83	1.62	
0.85	1.57	2.48	0.79	0.69	0.80	1.01	1.61	0.83	1.62	
0.84	1.56	1.19	0.68	0.86	0.76	0.82	0.82	1.62	0.84	
0.84	1.57	2.49	0.79	0.92	0.64	0.82	1.61	0.83	1.62	
0.85	1.56	2.48	0.66	0.70	0.83	0.82	1.62	0.83	1.63	
0.84	1.56	2.48	0.67	0.94	0.68	0.82	1.63	0.83	1.61	
0.85	1.02	1.37	0.80	0.87	0.83	0.82	1.61	0.84	1.61	
0.85	1.19	2.48	0.67	0.86	0.76	0.82	1.62	0.83	1.61	
0.84	1.57	2.49	0.67	0.85	0.76	0.81	1.62	0.83	1.61	
0.85	1.56	2.49	0.66	0.85	0.79	0.81	1.61	0.85	1.60	
0.85	1.53	2.49	0.65	0.84	0.85	0.81	1.60	0.86	1.59	
0.86	1.52	2.47	0.66	0.85	0.77	0.82	1.62	0.84	1.60	
0.91	1.49	2.48	0.67	0.85	0.78	0.95	1.52	0.93	1.51	
0.86	1.54	2.48	0.90	0.69	0.71	0.97	1.61	0.84	1.60	
0.85	1.57	2.49	0.70	0.85	0.82	0.98	1.62	0.83	1.62	
